provinceid,province_shorthand,noc_groupingid,noc_grouping,r2,euclidean distance,mae,rmse,mse,Average Actual,CV RMSE,CV MAE,MAPE,Model
48,AB,22,"Labourers in processing, manufacturing and utilities [95]",-0.21028004696681935,13.024573233819515,2.2975000286102296,2.9123831128744695,8.481975396156386,11.935,0.24402036974230995,0.19250104973692747,20.552664734242104,XGB
46,MB,26,Professional occupations in business [112],-0.2106887703789324,10.13411599567047,1.7775000572204587,2.2660572258187135,5.1350153506852045,12.639999999999999,0.17927667925780963,0.14062500452693502,15.598084290083825,XGB
47,SK,36,"Trades, transport and equipment operators and related occupations, except management [72-75]",-0.21070253828899244,19.09933702478893,3.8864999389648425,4.270741591260664,18.239233739323662,104.6,0.0408292695149203,0.03715583115645165,3.712336476215735,XGB
35,ON,58,"Health occupations, except management [31-33]",-0.21371730730480154,120.1445892950451,20.07099914550782,26.865146879251437,721.7361168437532,614.7349999999999,0.04370199659894335,0.03264983959837625,3.1743576276299765,XGB
24,QC,7,Retail sales and service supervisors and specialized occupations in sales and services [62],-0.21407301338695217,22.19952579989173,4.098999710083008,4.963964875681831,24.64094728700293,130.32999999999998,0.03808766113467223,0.03145093002442268,3.1266355756250626,XGB
47,SK,42,"Occupations in art, culture, recreation and sport, except management [51-55]",-0.21469055631663747,5.334810187298028,0.9479999923706053,1.1928998225856775,1.4230099867249406,12.05,0.09899583589922634,0.07867219853697968,8.307503023605491,XGB
10,NL,53,"Middle management occupations in trades, transportation, production and utilities [70, 80, 90]",-0.21757683643859327,2.993960699451635,0.5430000329017638,0.6694699645936673,0.44819003349304615,4.230000000000001,0.15826713110961396,0.12836880210443585,12.385081828539732,XGB
12,NS,58,"Health occupations, except management [31-33]",-0.22003757603202723,13.170145868002882,2.2595004653930664,2.9449341434442413,8.672637109223668,53.85,0.054687727826262605,0.04195915441769854,4.0549533292895354,XGB
13,NB,20,Professional occupations in art and culture [51],-0.22366393253647132,1.4631473097308272,0.2750000035762787,0.3271696845654069,0.10704000249862784,1.7049999999999996,0.19188837804422695,0.16129032467816934,18.27308212105342,XGB
13,NB,26,Professional occupations in business [112],-0.23017174305434396,4.661716306997511,0.7869999885559082,1.0423914554265714,1.086579946346326,7.964999999999999,0.13087149471771142,0.09880728042133187,9.267208054611213,XGB
24,QC,49,Administrative and financial supervisors and specialized administrative occupations [12],-0.23701323192660828,50.85650162174444,9.91200164794922,11.371859472404887,129.31918786012477,168.04500000000002,0.06767151341845866,0.05898421046713213,5.891014053258066,XGB
12,NS,49,Administrative and financial supervisors and specialized administrative occupations [12],-0.24032782039012868,9.759851225829271,1.7654998207092283,2.18236907912389,4.762734797516056,17.689999999999998,0.12336738717489487,0.09980213797112654,9.673890353489439,XGB
12,NS,18,"Natural and applied sciences and related occupations, except management [21-22]",-0.2422533990066993,9.007168533025764,1.7834996795654292,2.0140641124642666,4.056454249116475,41.239999999999995,0.04883763609273198,0.04324683995066512,4.339754541639023,XGB
47,SK,8,Professional occupations in finance [111],-0.24395156906014437,6.543645842356407,1.2125000715255738,1.46320369241928,2.1409650455094145,9.029999999999998,0.16203806117600003,0.13427464800947664,14.518254434207908,XGB
12,NS,14,"Paraprofessional occupations in legal, social, community and education services [422]",-0.2480484646716612,11.379806887256958,1.9790001010894778,2.5446021770726848,6.475000239563046,11.530000000000003,0.22069403096900989,0.171639210849044,16.215242698341765,XGB
12,NS,8,Professional occupations in finance [111],-0.24980958606907322,9.092711572333156,1.8090000391006469,2.0331921175535936,4.133870186882065,10.179999999999998,0.1997241765769739,0.1777013790865076,16.78483143805653,XGB
10,NL,8,Professional occupations in finance [111],-0.2519000790352739,2.553898864828789,0.4559999942779541,0.5710691469416719,0.3261199705886888,2.4499999999999997,0.23308944773129467,0.18612244664406294,19.140611962893946,XGB
46,MB,21,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors [92-93]",-0.25423376969924183,5.669524058494873,1.0695000743865966,1.2677441194865027,1.6071751524926081,8.76,0.14471964834320808,0.12208904958751103,12.176579631581513,XGB
13,NB,16,Professional occupations in applied sciences (except engineering) [212],-0.2546505261936576,6.941937725580321,1.3315000343322754,1.5522644649967878,2.409524969291764,9.895,0.1568736195044758,0.1345629140305483,14.782223911201559,XGB
12,NS,51,Professional occupations in law [411],-0.25752762789783357,3.4031163202460624,0.6290000224113464,0.7609599427409139,0.5790600344562551,2.2449999999999997,0.3389576582364873,0.2801781837021588,29.171541796098143,XGB
47,SK,22,"Labourers in processing, manufacturing and utilities [95]",-0.25844508297191804,3.8505843670247164,0.7289999949932098,0.8610168397765265,0.7413499983787568,2.2699999999999996,0.3793025725887783,0.3211453722437048,40.209352483752795,XGB
48,AB,31,"Specialized middle management occupations [10, 20, 30, 40, 50]",-0.2631504614350624,38.99102596845958,6.687500228881835,8.71865845779352,76.01500530365448,85.69,0.10174651018547695,0.07804294817227023,8.010133165623309,XGB
59,BC,41,"Total, all occupations [00-95]",-0.27169041334091504,139.7373733804102,25.720983886718773,31.246226587586673,976.3266759628084,2932.365,0.010655640272471768,0.008771412797083164,0.8745263719986492,XGB
48,AB,28,"Occupations in education, law and social, community and government services, except management [41-45]",-0.2726668202852125,59.78785545137279,12.044997406005859,13.368970901820093,178.72938297371235,271.39,0.04926110358458342,0.04438261323558664,4.45036858913776,XGB
35,ON,47,"Support occupations in art, culture and sport [54-55]",-0.27334285831681804,78.59485418012451,14.338500366210933,17.574343662844193,308.8575551797518,79.945,0.2198304292056313,0.17935456083821297,16.974443362089826,XGB
13,NB,46,Sales and service support occupations [65],-0.2748330341141243,9.384965471989114,1.735999641418457,2.0985420761856055,4.403878845521392,37.945,0.05530483795455542,0.04575041880138245,4.540506436458393,XGB
35,ON,23,Technical occupations in health [32],-0.27708748906949054,51.12829888728269,9.777500000000003,11.432635188589096,130.70514735536563,137.66499999999996,0.08304678159727671,0.07102386227436172,7.217828070118563,XGB
24,QC,36,"Trades, transport and equipment operators and related occupations, except management [72-75]",-0.27916843185191653,115.46971659822998,22.708001098632803,25.8198135656278,666.6627725637774,701.275,0.03681838589088132,0.03238102185110378,3.21605253432992,XGB
46,MB,56,Occupations in sales and services [63],-0.2817132447476449,9.576054247553772,1.8560001945495608,2.1412708253755834,4.585040747604632,21.965,0.09748558276237576,0.0844980739608268,8.288638647925103,XGB
13,NB,10,Health treating and consultation services professionals [311],-0.2887354620709319,3.851324551463482,0.7184999942779541,0.8611823500486232,0.7416350400352695,5.255,0.16387865842980462,0.136726925647565,12.822310798627838,XGB
35,ON,32,"Machine operators, assemblers and inspectors in processing, manufacturing and printing [94]",-0.2929109650970225,50.69363013720141,9.296500854492187,11.335440301301436,128.49220682436876,248.43,0.045628306972996156,0.03742100734408963,3.7357066904142857,XGB
11,PE,16,Professional occupations in applied sciences (except engineering) [212],-0.29325101425440336,2.3328095224390966,0.42300001263618475,0.5216320670732641,0.2721000133991264,2.1399999999999997,0.2437533023706842,0.1976635573066284,18.803991415531872,XGB
13,NB,57,Professional occupations in social and community services [413],-0.29506890651180595,6.219831056815022,1.1435000038146972,1.3907965051602744,1.9343149187660333,5.619999999999999,0.24747268775093853,0.20346975156845148,19.24816294490049,XGB
10,NL,18,"Natural and applied sciences and related occupations, except management [21-22]",-0.2968396241444713,6.803440296273969,1.1409999752044677,1.5212954983329907,2.3143399932482223,17.48,0.08703063491607498,0.06527459812382538,6.215321494696061,XGB
12,NS,26,Professional occupations in business [112],-0.2980972312247845,6.047098395396108,1.0400000190734864,1.35217230787356,1.8283699501801092,9.95,0.13589671435915177,0.10452261498225994,10.834924550801315,XGB
47,SK,35,Professional occupations in government services [414],-0.3040306561867525,6.962801140373246,1.357000002861023,1.5569296663687635,2.4240299860191494,7.125,0.2185164444026335,0.19045614075242429,20.848895984644848,XGB
59,BC,35,Professional occupations in government services [414],-0.3040463342282942,23.524471321352358,3.881999778747558,5.260231700928817,27.67003754745648,37.78,0.13923323718710473,0.1027527733919417,11.05375533345239,XGB
24,QC,18,"Natural and applied sciences and related occupations, except management [21-22]",-0.30656059106956945,99.84443387127108,19.82850036621094,22.32589413111446,498.44554875373103,398.44,0.0560332650615261,0.04976533572485428,4.988922356269722,XGB
24,QC,14,"Paraprofessional occupations in legal, social, community and education services [422]",-0.31175821749868327,51.527977173138865,9.916000061035154,11.522005970219597,132.75662157777603,143.03,0.08055656834384113,0.06932811341001996,6.817257635005575,XGB
59,BC,6,Nursing and allied health professionals [313],-0.3118691464299672,27.896720506991226,5.311000137329101,6.237896340294478,38.911350752259246,59.9,0.10413850317686942,0.08866444302719702,8.72245871081482,XGB
12,NS,53,"Middle management occupations in trades, transportation, production and utilities [70, 80, 90]",-0.31623918524285033,5.7223595177576545,0.9519999694824218,1.279558487339903,1.637269922523581,12.21,0.10479594490908296,0.07796887546948582,7.808866209511328,XGB
48,AB,40,Therapy and assessment professionals [312],-0.31842333553494573,17.87362579953505,3.037499942779541,3.99666422921544,15.973324961090247,13.005,0.3073175108969965,0.23356400944094893,31.680671303945786,XGB
10,NL,58,"Health occupations, except management [31-33]",-0.32327922207080584,8.963604529768379,1.7810000610351566,2.004322905198713,4.017310308304209,25.125000000000004,0.07977404597805822,0.07088557456856344,7.030352128866538,XGB
46,MB,49,Administrative and financial supervisors and specialized administrative occupations [12],-0.32825672458815336,8.395076045316532,1.551500053405762,1.877196071360787,3.523865090332373,25.1,0.07478868810202338,0.06181275113170366,6.08260602820236,XGB
59,BC,26,Professional occupations in business [112],-0.3321995025463762,27.174353927163022,5.228999633789063,6.076370262577489,36.922275567936026,74.66499999999999,0.08138177543129298,0.070032808327718,6.836599337807664,XGB
46,MB,33,"Occupations in art, culture and sport [53]",-0.33482227054087277,3.6178169900906436,0.7029999899864198,0.8089684719996363,0.6544299886894263,2.385,0.3391901350103297,0.2947589056546834,31.86290420078507,XGB
35,ON,8,Professional occupations in finance [111],-0.33677419029863676,70.3215904870145,12.401500244140625,15.724385661486696,247.2563044311684,249.91000000000003,0.06292019391575646,0.04962386556816703,4.859066792161507,XGB
13,NB,40,Therapy and assessment professionals [312],-0.33858794504493717,3.204106777952655,0.617500010728836,0.716460056266996,0.5133150122261072,2.2449999999999997,0.31913588252427444,0.2750556840662967,26.945098944956907,XGB
47,SK,23,Technical occupations in health [32],-0.3460289600727544,5.825006268281092,1.1615000152587893,1.3025109985238896,1.6965349012757003,10.139999999999999,0.12845276119564988,0.1145463525896242,11.644816983953001,XGB
47,SK,16,Professional occupations in applied sciences (except engineering) [212],-0.3461802333347439,5.647450937207579,1.0115000915527343,1.2628084195191043,1.594685104408338,10.32,0.12236515693014575,0.09801357476286185,9.769466342397145,XGB
11,PE,50,"Front-line public protection services and paraprofessional occupations in legal, social, community, education services [42]",-0.34701315513562236,3.092102743304732,0.5584999752044678,0.6914151927442963,0.4780549687576324,3.41,0.20276105359070273,0.16378298393092897,16.534319375305234,XGB
46,MB,6,Nursing and allied health professionals [313],-0.3481903335761003,13.532955009666018,2.4604997825622554,3.026060733805954,9.15704356468223,17.87,0.16933747810889502,0.1376888518501542,13.399344692552187,XGB
35,ON,51,Professional occupations in law [411],-0.35108935104628003,24.068002628932135,4.174500007629394,5.38176899609359,28.963437527314206,62.46999999999999,0.08614965577226814,0.06682407567839595,6.417135830076279,XGB
59,BC,21,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors [92-93]",-0.35370385932416726,17.59851738946805,3.349999971389771,3.93514811860627,15.485390715370466,19.534999999999997,0.20144090701849351,0.171487073017137,18.55128291253951,XGB
59,BC,7,Retail sales and service supervisors and specialized occupations in sales and services [62],-0.35525879577330066,39.55008481354545,7.076499862670898,8.843667815896973,78.21046043793194,100.575,0.08793107448070567,0.07036042617619585,7.331766040997437,XGB
59,BC,33,"Occupations in art, culture and sport [53]",-0.3608580404069621,13.29528384746039,2.431999816894531,2.9729158463076377,8.838228629227057,21.72,0.1368745785592835,0.11197052563971137,11.16354325151815,XGB
12,NS,7,Retail sales and service supervisors and specialized occupations in sales and services [62],-0.3613872348381384,13.596399961940417,2.4765000152587895,3.0402474564174327,9.24310459625267,20.445,0.14870371515859293,0.12112986134794763,13.038071325749929,XGB
10,NL,15,Assisting occupations in education and in legal and public protection [43],-0.3713150217992196,3.137403261691872,0.5524999809265136,0.7015446965972588,0.4921649613237399,2.0900000000000003,0.3356673189460568,0.2643540578595759,26.110017922461964,XGB
11,PE,31,"Specialized middle management occupations [10, 20, 30, 40, 50]",-0.37430863669638104,2.380105081810987,0.43350002527236936,0.5322076756522065,0.2832450100231242,2.73,0.1949478665392698,0.15879121804848695,15.104414350717816,XGB
46,MB,31,"Specialized middle management occupations [10, 20, 30, 40, 50]",-0.38833179715666555,10.444328890177362,1.8920000839233395,2.3354229377801516,5.454200298309675,23.179999999999996,0.10075163666005833,0.08162209162740897,8.237973362587123,XGB
24,QC,13,Technical trades and transportation officers and controllers [72],-0.39170926522615823,68.8403978487811,12.85750213623047,15.39318091880048,236.9500187989232,343.43500000000006,0.044821235222969345,0.0374379493535326,3.7530691057179175,XGB
13,NB,11,"Mail and message distribution, other transport equipment operators and related maintenance workers [74]",-0.3929385369110703,2.8369700150463633,0.4749999761581421,0.634365780377227,0.4024199433136082,3.6099999999999994,0.175724592902279,0.1315789407640283,12.2847040332085,XGB
46,MB,42,"Occupations in art, culture, recreation and sport, except management [51-55]",-0.39403877045162883,11.730272539750016,1.974499912261963,2.6229686793480136,6.879964692840663,15.035,0.1744575110973072,0.1313268980553351,12.407722740797677,XGB
46,MB,44,"Technical occupations in art, culture and sport [52]",-0.40077005453785364,5.1001568140343165,0.9409999966621398,1.1404297332089486,1.3005799763870336,4.255,0.26802108888576937,0.22115158558452172,22.11801656916359,XGB
12,NS,16,Professional occupations in applied sciences (except engineering) [212],-0.40237660151079035,7.739173306124182,1.5039999198913574,1.730531760214546,2.994740173111255,17.695,0.09779778243653835,0.08499575698736125,8.550857766415517,XGB
12,NS,12,Professional occupations in natural and applied sciences [21],-0.40403821674103013,6.167227356957595,1.1584998893737795,1.3790339602853543,1.9017346636203079,26.605,0.051833638800426775,0.04354444237450778,4.353626614776757,XGB
47,SK,38,Professional occupations in natural sciences [211],-0.40609881496624145,3.489025722256893,0.6315000081062315,0.7801698690211712,0.6086650245285116,2.875,0.2713634327030161,0.21965217673260226,22.517230347770827,XGB
46,MB,27,Middle management occupations in retail and wholesale trade and customer services [60],-0.40797657622110584,8.874609272095764,1.6524998378753661,1.9844229606156054,3.937934486618405,17.125,0.1158787130286485,0.0964963408978316,9.490316928692234,XGB
13,NB,30,Professional occupations in engineering [213],-0.4080638455920689,4.404497659511778,0.7050000071525573,0.9848756173407058,0.9699799816322365,3.9750000000000005,0.2477674509033222,0.1773584923654232,15.99506469741973,XGB
10,NL,19,Professional occupations in education services [412],-0.4100577422927001,8.087978658505655,1.4029999685287478,1.80852700809862,3.2707699390221463,11.42,0.15836488687378458,0.12285463822493413,13.035110277951523,XGB
46,MB,59,Sales and service representatives and other customer and personal services occupations [64],-0.41056618571109205,16.257042740574054,3.088000297546386,3.6351852681043066,13.21457193344258,47.735,0.07615345696248678,0.0646904849176995,6.394890249183225,XGB
13,NB,19,Professional occupations in education services [412],-0.4136779318623809,9.451433842302336,1.6810000133514404,2.113404855623005,4.466480083770895,15.995,0.13212909381825602,0.1050953431291929,10.79900305077608,XGB
46,MB,11,"Mail and message distribution, other transport equipment operators and related maintenance workers [74]",-0.4164798646320531,5.438391267049225,0.9755000352859498,1.216061256136328,1.4788049786758637,6.8,0.17883253766710705,0.14345588754205144,14.102864924630126,XGB
46,MB,24,Administrative and financial support and supply chain logistics occupations [14],-0.416961916963585,12.67417043429412,2.2429998779296874,2.834030664949969,8.031729809876763,34.364999999999995,0.08246851927687966,0.0652698931450513,6.490765355244878,XGB
35,ON,27,Middle management occupations in retail and wholesale trade and customer services [60],-0.4188234172237626,64.71559705189016,12.419500579833983,14.470847421251138,209.4054250891307,214.91,0.06733445359104341,0.057789309849862656,5.789665238934557,XGB
35,ON,35,Professional occupations in government services [414],-0.42243849826166513,52.35397505668601,10.152499771118164,11.706704711907834,137.04693521180508,125.04499999999999,0.0936199345188359,0.08119076949192823,8.33511977064734,XGB
11,PE,27,Middle management occupations in retail and wholesale trade and customer services [60],-0.42263984697251744,1.2608727251359622,0.2129999995231628,0.2819397124379419,0.07949000144958938,2.075,0.13587456021105634,0.10265060217983747,11.353152922133928,XGB
24,QC,21,"Supervisors, central control and process operators in processing, manufacturing and utilities and aircraft assemblers and inspectors [92-93]",-0.4324769983790593,28.837789014806074,5.343499755859375,6.448325655790307,41.580903763123494,45.735,0.14099323616027784,0.11683611579445446,11.4242134428058,XGB
13,NB,24,Administrative and financial support and supply chain logistics occupations [14],-0.4366184695744084,4.806630652306836,0.9094999885559083,1.0747952881292242,1.1551849113847819,17.37,0.06187652781400254,0.05236039082072011,5.208073671631234,XGB
10,NL,52,"Professional occupations in law, education, social, community and government services [41]",-0.4407128932261475,9.384449783398487,1.5534999275207515,2.098426764711219,4.403394886856395,20.339999999999996,0.10316749089042378,0.07637659427338996,7.990989516885722,XGB
47,SK,11,"Mail and message distribution, other transport equipment operators and related maintenance workers [74]",-0.4452217354639578,3.2803046247866825,0.6129999732971192,0.7334984127929963,0.5380199215698449,5.535000000000001,0.13252003844498575,0.11074976934003958,11.127440194506674,XGB
46,MB,14,"Paraprofessional occupations in legal, social, community and education services [422]",-0.44674676986314066,10.730502407616692,1.9694997215270995,2.399413281615608,5.757184095993382,19.860000000000003,0.12081637873190372,0.09916917026823259,9.987214232380278,XGB
