Economic Region,NOC Code,NOC Occupation,ds,Employment (Persons in Thousands),Monthly PCT
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2015-09-01,3.1,-3.125
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2015-10-01,3.1,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2015-11-01,2.6,-16.129
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2015-12-01,2.2,-15.385
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-01-01,1.7,-22.727
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-02-01,1.7,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-03-01,1.9,11.765
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-04-01,2.1,10.526
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-05-01,2.0,-4.762
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-06-01,1.9,-5.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-07-01,2.7,42.105
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-08-01,3.2,18.519
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-09-01,4.2,31.25
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-10-01,4.2,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-11-01,4.6,9.524
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2016-12-01,4.8,4.348
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-01-01,4.2,-12.5
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-02-01,3.5,-16.667
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-03-01,2.4,-31.429
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-04-01,2.5,4.167
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-05-01,3.7,48.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-06-01,5.0,35.135
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-07-01,5.6,12.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-08-01,5.2,-7.143
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-09-01,4.9,-5.769
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-10-01,4.9,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-11-01,4.4,-10.204
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2017-12-01,3.9,-11.364
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-01-01,3.5,-10.256
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-02-01,3.7,5.714
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-03-01,3.8,2.703
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-04-01,3.4,-10.526
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-05-01,3.3,-2.941
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-06-01,3.6,9.091
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-07-01,4.0,11.111
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-08-01,3.9,-2.5
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-09-01,3.3,-15.385
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-10-01,3.2,-3.03
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-11-01,2.8,-12.5
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2018-12-01,2.3,-17.857
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-01-01,2.1,-8.696
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-02-01,2.1,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-03-01,2.4,14.286
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-04-01,2.5,4.167
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-05-01,2.7,8.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-06-01,2.8,3.704
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-07-01,2.3,-17.857
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-08-01,2.1,-8.696
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-09-01,2.4,14.286
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-10-01,3.3,37.5
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-11-01,4.2,27.273
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2019-12-01,4.5,7.143
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-01-01,5.0,11.111
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-02-01,5.7,14.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-03-01,5.6,-1.754
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-04-01,4.9,-12.5
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-05-01,4.2,-14.286
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-06-01,4.7,11.905
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-07-01,4.8,2.128
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-08-01,4.8,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-09-01,3.8,-20.833
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-10-01,3.3,-13.158
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-11-01,3.2,-3.03
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2020-12-01,3.4,6.25
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-01-01,3.2,-5.882
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-02-01,2.4,-25.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-03-01,1.9,-20.833
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-04-01,2.0,5.263
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-05-01,2.1,5.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-06-01,2.6,23.81
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-07-01,3.7,42.308
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-08-01,5.7,54.054
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-09-01,6.2,8.772
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-10-01,5.8,-6.452
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-11-01,4.9,-15.517
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2021-12-01,4.9,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-01-01,4.6,-6.122
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-02-01,3.8,-17.391
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-03-01,3.2,-15.789
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-04-01,3.1,-3.125
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-05-01,3.1,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-06-01,3.7,19.355
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-07-01,4.1,10.811
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-08-01,5.3,29.268
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-09-01,5.8,9.434
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-10-01,6.5,12.069
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-11-01,7.0,7.692
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2022-12-01,7.5,7.143
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-01-01,7.2,-4.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-02-01,6.4,-11.111
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-03-01,5.9,-7.812
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-04-01,5.6,-5.085
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-05-01,6.3,12.5
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-06-01,7.1,12.698
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-07-01,7.8,9.859
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-08-01,7.7,-1.282
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-09-01,7.0,-9.091
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-10-01,6.8,-2.857
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-11-01,6.3,-7.353
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2023-12-01,5.4,-14.286
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-01-01,4.5,-16.667
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-02-01,4.0,-11.111
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-03-01,3.6,-10.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-04-01,2.9,-19.444
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-05-01,2.9,0.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-06-01,3.4,17.241
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-07-01,4.0,17.647
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-08-01,4.3,7.5
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-09-01,5.0,16.279
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-10-01,5.5,10.0
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-11-01,5.8,5.455
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2024-12-01,5.4,-6.897
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-01-01,5.2,-3.704
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-02-01,5.7,9.615
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-03-01,5.9,3.509
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-04-01,6.1,3.39
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-05-01,5.3,-13.115
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-06-01,4.7,-11.321
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-07-01,4.3,-8.511
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-08-01,4.6,6.977
"Kingston-Pembroke, Ontario",212,Professional occupations in applied sciences (except engineering),2025-09-01,5.2,13.043
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-03-01,8.5,
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-04-01,7.8,-8.235
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-05-01,7.1,-8.974
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-06-01,6.8,-4.225
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-07-01,6.7,-1.471
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-08-01,7.5,11.94
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-09-01,8.7,16.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-10-01,10.0,14.943
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-11-01,10.8,8.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2011-12-01,11.0,1.852
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-01-01,11.4,3.636
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-02-01,10.4,-8.772
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-03-01,8.7,-16.346
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-04-01,6.7,-22.989
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-05-01,6.8,1.493
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-06-01,8.0,17.647
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-07-01,10.0,25.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-08-01,10.6,6.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-09-01,11.3,6.604
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-10-01,11.4,0.885
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-11-01,11.9,4.386
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2012-12-01,12.1,1.681
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-01-01,11.4,-5.785
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-02-01,10.6,-7.018
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-03-01,10.2,-3.774
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-04-01,10.9,6.863
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-05-01,11.0,0.917
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-06-01,10.6,-3.636
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-07-01,10.0,-5.66
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-08-01,10.2,2.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-09-01,9.3,-8.824
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-10-01,8.7,-6.452
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-11-01,7.9,-9.195
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2013-12-01,8.8,11.392
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-01-01,9.3,5.682
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-02-01,10.3,10.753
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-03-01,10.7,3.883
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-04-01,11.4,6.542
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-05-01,11.9,4.386
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-06-01,11.3,-5.042
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-07-01,11.3,0.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-08-01,10.4,-7.965
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-09-01,10.4,0.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-10-01,9.4,-9.615
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-11-01,9.3,-1.064
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2014-12-01,8.7,-6.452
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-01-01,8.8,1.149
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-02-01,8.7,-1.136
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-03-01,8.8,1.149
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-04-01,8.9,1.136
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-05-01,8.9,0.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-06-01,9.7,8.989
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-07-01,9.7,0.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-08-01,9.9,2.062
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-09-01,9.7,-2.02
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-10-01,10.4,7.216
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-11-01,10.3,-0.962
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2015-12-01,10.8,4.854
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-01-01,11.6,7.407
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-02-01,13.8,18.966
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-03-01,15.4,11.594
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-04-01,15.6,1.299
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-05-01,15.8,1.282
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-06-01,15.1,-4.43
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-07-01,14.4,-4.636
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-08-01,12.8,-11.111
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-09-01,10.2,-20.313
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-10-01,8.9,-12.745
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-11-01,8.7,-2.247
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2016-12-01,9.0,3.448
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-01-01,8.9,-1.111
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-02-01,8.6,-3.371
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-03-01,10.0,16.279
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-04-01,11.7,17.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-05-01,12.8,9.402
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-06-01,13.7,7.031
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-07-01,15.0,9.489
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-08-01,16.0,6.667
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-09-01,15.8,-1.25
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-10-01,13.7,-13.291
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-11-01,12.2,-10.949
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2017-12-01,12.1,-0.82
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-01-01,13.2,9.091
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-02-01,13.6,3.03
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-03-01,13.1,-3.676
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-04-01,13.1,0.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-05-01,12.6,-3.817
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-06-01,12.1,-3.968
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-07-01,11.1,-8.264
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-08-01,10.6,-4.505
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-09-01,10.2,-3.774
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-10-01,10.8,5.882
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-11-01,12.2,12.963
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2018-12-01,13.3,9.016
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-01-01,13.2,-0.752
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-02-01,12.4,-6.061
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-03-01,12.2,-1.613
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-04-01,12.5,2.459
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-05-01,11.9,-4.8
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-06-01,11.3,-5.042
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-07-01,11.0,-2.655
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-08-01,13.0,18.182
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-09-01,13.7,5.385
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-10-01,13.7,0.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-11-01,12.2,-10.949
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2019-12-01,12.0,-1.639
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-01-01,12.1,0.833
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-02-01,11.7,-3.306
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-03-01,11.8,0.855
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-04-01,10.4,-11.864
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-05-01,11.9,14.423
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-06-01,13.8,15.966
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-07-01,16.4,18.841
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-08-01,15.2,-7.317
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-09-01,12.7,-16.447
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-10-01,11.1,-12.598
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-11-01,8.9,-19.82
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2020-12-01,7.5,-15.73
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-01-01,5.5,-26.667
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-02-01,6.6,20.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-03-01,8.1,22.727
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-04-01,10.4,28.395
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-05-01,13.0,25.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-06-01,15.9,22.308
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-07-01,18.0,13.208
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-08-01,18.5,2.778
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-09-01,18.9,2.162
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-10-01,19.4,2.646
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-11-01,18.8,-3.093
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2021-12-01,17.1,-9.043
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-01-01,15.7,-8.187
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-02-01,16.8,7.006
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-03-01,19.0,13.095
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-04-01,20.3,6.842
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-05-01,20.3,0.0
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-06-01,18.2,-10.345
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-07-01,16.7,-8.242
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-08-01,15.2,-8.982
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-09-01,15.9,4.605
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-10-01,16.1,1.258
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-11-01,15.9,-1.242
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2022-12-01,14.6,-8.176
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-01-01,14.3,-2.055
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-02-01,16.1,12.587
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-03-01,16.0,-0.621
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-04-01,17.0,6.25
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-05-01,16.5,-2.941
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-06-01,17.0,3.03
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-07-01,17.2,1.176
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-08-01,19.7,14.535
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-09-01,23.1,17.259
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-10-01,24.5,6.061
"Kitchener-Waterloo-Barrie, Ontario",112,Professional occupations in business,2023-11-01,22.7,-7.347
