Economic Region,NOC Code,NOC Occupation,ds,Employment (Persons in Thousands),Monthly PCT
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2013-08-01,48.0,-8.918
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2013-09-01,43.8,-8.75
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2013-10-01,45.1,2.968
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2013-11-01,48.1,6.652
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2013-12-01,47.8,-0.624
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-01-01,49.6,3.766
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-02-01,49.9,0.605
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-03-01,53.2,6.613
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-04-01,50.7,-4.699
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-05-01,49.9,-1.578
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-06-01,47.5,-4.81
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-07-01,51.8,9.053
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-08-01,54.5,5.212
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-09-01,55.2,1.284
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-10-01,53.1,-3.804
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-11-01,51.3,-3.39
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2014-12-01,51.5,0.39
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-01-01,48.9,-5.049
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-02-01,47.4,-3.067
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-03-01,45.5,-4.008
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-04-01,45.0,-1.099
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-05-01,41.3,-8.222
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-06-01,37.9,-8.232
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-07-01,36.2,-4.485
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-08-01,36.3,0.276
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-09-01,36.0,-0.826
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-10-01,35.5,-1.389
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-11-01,35.1,-1.127
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2015-12-01,36.1,2.849
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-01-01,36.2,0.277
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-02-01,38.0,4.972
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-03-01,39.5,3.947
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-04-01,42.5,7.595
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-05-01,42.7,0.471
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-06-01,43.3,1.405
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-07-01,43.5,0.462
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-08-01,46.2,6.207
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-09-01,47.9,3.68
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-10-01,49.8,3.967
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-11-01,50.3,1.004
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2016-12-01,50.6,0.596
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-01-01,48.3,-4.545
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-02-01,45.7,-5.383
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-03-01,43.4,-5.033
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-04-01,40.9,-5.76
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-05-01,39.7,-2.934
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-06-01,42.4,6.801
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-07-01,46.4,9.434
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-08-01,51.0,9.914
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-09-01,51.4,0.784
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-10-01,54.1,5.253
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-11-01,53.9,-0.37
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2017-12-01,51.9,-3.711
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-01-01,48.2,-7.129
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-02-01,42.9,-10.996
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-03-01,39.9,-6.993
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-04-01,36.8,-7.769
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-05-01,36.9,0.272
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-06-01,35.7,-3.252
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-07-01,36.4,1.961
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-08-01,34.9,-4.121
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-09-01,35.2,0.86
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-10-01,35.1,-0.284
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-11-01,37.7,7.407
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2018-12-01,40.7,7.958
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-01-01,42.7,4.914
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-02-01,44.1,3.279
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-03-01,42.7,-3.175
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-04-01,42.3,-0.937
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-05-01,40.9,-3.31
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-06-01,41.6,1.711
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-07-01,42.7,2.644
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-08-01,46.5,8.899
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-09-01,48.6,4.516
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-10-01,50.0,2.881
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-11-01,49.0,-2.0
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2019-12-01,50.2,2.449
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-01-01,51.7,2.988
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-02-01,53.1,2.708
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-03-01,52.8,-0.565
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-04-01,53.5,1.326
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-05-01,52.9,-1.121
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-06-01,53.1,0.378
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-07-01,50.0,-5.838
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-08-01,50.4,0.8
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-09-01,54.9,8.929
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-10-01,60.2,9.654
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-11-01,61.9,2.824
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2020-12-01,58.3,-5.816
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-01-01,56.0,-3.945
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-02-01,55.6,-0.714
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-03-01,52.1,-6.295
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-04-01,46.4,-10.94
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-05-01,43.3,-6.681
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-06-01,50.6,16.859
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-07-01,54.9,8.498
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-08-01,57.8,5.282
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-09-01,55.7,-3.633
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-10-01,58.7,5.386
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-11-01,58.2,-0.852
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2021-12-01,57.3,-1.546
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-01-01,55.8,-2.618
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-02-01,57.7,3.405
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-03-01,57.4,-0.52
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-04-01,59.1,2.962
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-05-01,60.7,2.707
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-06-01,68.0,12.026
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-07-01,69.9,2.794
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-08-01,71.8,2.718
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-09-01,70.6,-1.671
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-10-01,71.3,0.992
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-11-01,72.3,1.403
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2022-12-01,72.9,0.83
"Ottawa, Ontario",212,Professional occupations in applied sciences (except engineering),2023-01-01,73.6,0.96
